aj,bj,cj,dj
-1024614.9010694753,-946152.8519775195,-294.8585341609884,-264.11952088386585
1118292.0416320618,-407555.1528439805,319.7579736001421,-99.73298180856388
-111172.62853649694,-102890.16768085156,-14.568064205481555,-13.97308985719979
19777.306491939875,-15210.216342097474,-14.810257149162071,2.523325506918454
-2281.778243174738,-1044.346943306335,4.476910858515943,0.9149014416868452
