aj,bj,cj,dj
-5551.851396191005,-2936.811205973112,112515.4304270477,106589.82533605814
9218.850826634656,343.44711625752495,-118980.21728646218,47917.8405991453
-4969.603989512811,746.5264334215759,6993.508209790105,12936.479385653485
1554.516943227445,260.0340726888342,-518.1078253605477,2107.6876119239723
-251.86952213358384,32.5115518499918,-10.61995928514181,164.40934897658522
