aj,bj,cj,dj
-87158.34237829434,-79954.42190255031,-7000.439508755772,-6458.18713987735
95913.47187700581,-34062.17459963062,7650.860273993333,-2777.8461906030366
-10569.725836252179,-8450.67837897461,-775.5094953946867,-700.2830789549455
2078.8738646263887,-1217.5614656878545,142.06699522366682,-103.39665060760711
-264.2363665591479,-80.71622477225213,-16.984182996466473,-7.118321912075768
