aj,bj,cj,dj
-95852.29427496661,-88023.0343333301,-5462.414709896077,-5044.630414805016
105343.03263702817,-37567.00349731226,5961.181626517315,-2173.3209076162125
-11430.008155194215,-9347.314504813308,-591.872885926749,-548.8976369821531
2217.914963353805,-1352.746449177809,105.24632318171302,-81.18559020006944
-278.6051646455483,-90.25968176834243,-12.14241505205305,-5.581507329828148
