aj,bj,cj,dj
14455.770229971127,22706.12973758486,1052057.091899247,969639.0663923781
-2139.0820262771053,16563.779706272595,-1150845.6296044004,416279.4014975687
-17421.363258514644,6902.332077339708,117659.44384495965,104504.50338066777
6145.212950251165,1613.752480568277,-21371.65896409622,15312.149686103674
-1040.4879403889106,165.71309589750027,2500.7536198181842,1037.7429037268435
